species_id,version_id,language_id,flavor_text
189,26,9,"Jumpluff rides warm southern winds to cross the sea and fly to
foreign lands. The Pokémon descends to the ground when it
encounters cold air while it is floating."
190,26,9,"Aipom’s tail ends in a hand-like appendage that can be cleverly
manipulated. However, because the Pokémon uses its tail so
much, its real hands have become rather clumsy."
191,26,9,"Sunkern tries to move as little as it possibly can. It does so
because it tries to conserve all the nutrients it has stored in its
body for its evolution. It will not eat a thing, subsisting only on
morning dew."
192,26,9,"Sunflora converts solar energy into nutrition. It moves around
actively in the daytime when it is warm. It stops moving as
soon as the sun goes down for the night."
193,26,9,"Yanma is capable of seeing 360 degrees without having to
move its eyes. It is a great flier that is adept at making sudden
stops and turning midair. This Pokémon uses its flying ability
to quickly chase down targeted prey."
194,26,9,"Wooper usually lives in water. However, it occasionally comes
out onto land in search of food. On land, it coats its body with
a gooey, toxic film."
195,26,9,"Quagsire hunts for food by leaving its mouth wide open in
water and waiting for its prey to blunder in unaware. Because
the Pokémon does not move, it does not get very hungry."
196,26,9,"Espeon is extremely loyal to any Trainer it considers to
be worthy. It is said that this Pokémon developed its
precognitive powers to protect its Trainer from harm."
197,26,9,"Umbreon evolved as a result of exposure to the moon’s waves.
It hides silently in darkness and waits for its foes to make a
move. The rings on its body glow when it leaps to attack."
198,26,9,"Murkrow was feared and loathed as the alleged bearer of ill
fortune. This Pokémon shows strong interest in anything that
sparkles or glitters. It will even try to steal rings from women."
199,26,9,"Slowking undertakes research every day in an effort to solve
the mysteries of the world. However, this Pokémon apparently
forgets everything it has learned if the Shellder on its head
comes off."
200,26,9,"Misdreavus frightens people with a creepy, sobbing cry.
The Pokémon apparently uses its red spheres to absorb the
fearful feelings of foes and turn them into nutrition."
201,26,9,"This Pokémon is shaped like ancient writing. It is a mystery as
to which came first, the ancient writings or the various Unown.
Research into this topic is ongoing but nothing is known."
202,26,9,"Wobbuffet does nothing but endure attacks—it won’t attack on
its own. However, it won’t endure an attack on its tail. When
that happens, the Pokémon will try to take the foe with it using
Destiny Bond."
203,26,9,"Girafarig’s rear head contains a tiny brain that is too small for
thinking. However, the rear head doesn’t need to sleep, so it
can keep watch over its surroundings 24 hours a day."
204,26,9,"Pineco hangs from a tree branch and patiently waits for prey to
come along. If the Pokémon is disturbed while eating by
someone shaking its tree, it drops down to the ground and
explodes with no warning."
205,26,9,"Forretress conceals itself inside its hardened steel shell.
The shell is opened when the Pokémon is catching prey,
but it does so at such a quick pace that the shell’s inside
cannot be seen."
206,26,9,"Dunsparce has a drill for its tail. It uses this tail to burrow into
the ground backward. This Pokémon is known to make its
nest in complex shapes deep under the ground."
207,26,9,"Gligar glides through the air without a sound as if it were
sliding. This Pokémon hangs on to the face of its foe using
its clawed hind legs and the large pincers on its forelegs, then
injects the prey with its poison barb."
208,26,9,"Steelix lives even further underground than Onix.
This Pokémon is known to dig toward the earth’s core.
There are records of this Pokémon reaching a depth of
over six-tenths of a mile underground."
209,26,9,"By baring its fangs and making a scary face, Snubbull sends
smaller Pokémon scurrying away in terror. However, this
Pokémon seems a little sad at making its foes flee."
210,26,9,"Granbull has a particularly well-developed lower jaw.
The enormous fangs are heavy, causing the Pokémon to tip
its head back for balance. Unless it is startled, it will not try to
bite indiscriminately."
211,26,9,"Qwilfish sucks in water, inflating itself. This Pokémon
uses the pressure of the water it swallowed to shoot toxic
quills all at once from all over its body. It finds swimming
somewhat challenging."
212,26,9,"Scizor has a body with the hardness of steel. It is not easily
fazed by ordinary sorts of attacks. This Pokémon flaps its
wings to regulate its body temperature."
213,26,9,"Shuckle quietly hides itself under rocks, keeping its body
concealed inside its hard shell while eating berries it has
stored away. The berries mix with its body fluids to become
a juice."
214,26,9,"Heracross has sharp claws on its feet. These are planted
firmly into the ground or the bark of a tree, giving the
Pokémon a secure and solid footing to forcefully fling away
foes with its proud horn."
215,26,9,"Sneasel scales trees by punching its hooked claws into the
bark. This Pokémon seeks out unguarded nests and steals
eggs for food while the parents are away."
216,26,9,"This Pokémon likes to lick its palms that are sweetened by
being soaked in honey. Teddiursa concocts its own honey
by blending fruits and pollen collected by Beedrill."
217,26,9,"In the forests inhabited by Ursaring, it is said that there are
many streams and towering trees where they gather food. This
Pokémon walks through its forest gathering food every day."
218,26,9,"Slugma does not have any blood in its body. Instead, intensely
hot magma circulates throughout this Pokémon’s body,
carrying essential nutrients and oxygen to its organs."
219,26,9,"Magcargo’s body temperature is approximately
18,000 degrees Fahrenheit. Water is vaporized on contact.
If this Pokémon is caught in the rain, the raindrops instantly
turn into steam, cloaking the area in a thick fog."
220,26,9,"Swinub roots for food by rubbing its snout against the ground.
Its favorite food is a mushroom that grows under the cover of
dead grass. This Pokémon occasionally roots out hot springs."
221,26,9,"Piloswine is covered by a thick coat of long hair that enables
it to endure the freezing cold. This Pokémon uses its tusks to
dig up food that has been buried under ice."
222,26,9,"Clusters of Corsola congregate in warm seas where they serve
as ideal hiding places for smaller Pokémon. When the water
temperature falls, this Pokémon migrates to the southern seas."
223,26,9,"Remoraid sucks in water, then expels it at high velocity using
its abdominal muscles to shoot down flying prey. When
evolution draws near, this Pokémon travels downstream
from rivers."
224,26,9,"Octillery grabs onto its foe using its tentacles. This Pokémon
tries to immobilize it before delivering the finishing blow. If the
foe turns out to be too strong, Octillery spews ink to escape."
225,26,9,"Delibird carries its food bundled up in its tail. There once was
a famous explorer who managed to reach the peak of the
world’s highest mountain, thanks to one of these Pokémon
sharing its food."
226,26,9,"On sunny days, schools of Mantine can be seen elegantly
leaping over the sea’s waves. This Pokémon is not bothered
by the Remoraid that hitches rides."
227,26,9,"Skarmory’s steel wings become tattered and bashed in from
repeated battles. Once a year, the battered wings grow back
completely, restoring the cutting edges to their pristine state."
228,26,9,"Houndour hunt as a coordinated pack. They communicate
with each other using a variety of cries to corner their prey.
This Pokémon’s remarkable teamwork is unparalleled."
229,26,9,"In a Houndoom pack, the one with its horns raked sharply
toward the back serves a leadership role. These Pokémon
choose their leader by fighting among themselves."
230,26,9,"Kingdra sleeps on the seafloor where it is otherwise devoid
of life. When a storm arrives, the Pokémon is said to awaken
and wander about in search of prey."
231,26,9,"Phanpy uses its long nose to shower itself. When others
gather around, they thoroughly douse each other with water.
These Pokémon can be seen drying their soaking-wet
bodies at the edge of water."
232,26,9,"If Donphan were to tackle with its hard body, even a house
could be destroyed. Using its massive strength, the Pokémon
helps clear rock and mud slides that block mountain trails."
233,26,9,"Porygon2 was created by humans using the power of science.
The man-made Pokémon has been endowed with artificial
intelligence that enables it to learn new gestures and emotions
on its own."
234,26,9,"Stantler’s magnificent antlers were traded at high prices as
works of art. As a result, this Pokémon was hunted close to
extinction by those who were after the priceless antlers."
235,26,9,"Smeargle marks the boundaries of its territory using a body
fluid that leaks out from the tip of its tail. Over 5,000 different
marks left by this Pokémon have been found."
236,26,9,"Tyrogue becomes stressed out if it does not get to train every
day. When raising this Pokémon, the Trainer must establish
and uphold various training methods."
237,26,9,"Hitmontop spins on its head at high speed, all the while
delivering kicks. This technique is a remarkable mix of both
offense and defense at the same time. The Pokémon travels
faster spinning than it does walking."
238,26,9,"Smoochum actively runs about, but also falls quite often.
Whenever the chance arrives, it will look for its reflection to
make sure its face hasn’t become dirty."
239,26,9,"Elekid stores electricity in its body. If it touches metal and
accidentally discharges all its built-up electricity, this Pokémon
begins swinging its arms in circles to recharge itself."
240,26,9,"Magby’s state of health is determined by observing the fire it
breathes. If the Pokémon is spouting yellow flames from its
mouth, it is in good health. When it is fatigued, black smoke
will be mixed in with the flames."
241,26,9,"Miltank gives over five gallons of milk on a daily basis. Its
sweet milk is enjoyed by children and grown-ups alike. People
who can’t drink milk turn it into yogurt and eat it instead."
242,26,9,"Blissey senses sadness with its fluffy coat of fur. If it does so,
this Pokémon will rush over to a sad person, no matter how far
away, to share a Lucky Egg that brings a smile to any face."
243,26,9,"Raikou embodies the speed of lightning. The roars of
this Pokémon send shock waves shuddering through the
air and shake the ground as if lightning bolts had come
crashing down."
244,26,9,"Entei embodies the passion of magma. This Pokémon is
thought to have been born in the eruption of a volcano.
It sends up massive bursts of fire that utterly consume all
that they touch."
245,26,9,"Suicune embodies the compassion of a pure spring of water.
It runs across the land with gracefulness. This Pokémon has
the power to purify dirty water."
246,26,9,"Larvitar is born deep under the ground. To come up to the
surface, this Pokémon must eat its way through the soil above.
Until it does so, Larvitar cannot see its parents."
247,26,9,"Pupitar creates a gas inside its body that it compresses and
forcefully ejects to propel itself like a jet. The body is very
durable—it avoids damage even if it hits solid steel."
248,26,9,"Tyranitar is so overwhelmingly powerful, it can bring down a
whole mountain to make its nest. This Pokémon wanders about
in mountains seeking new opponents to fight."
249,26,9,"Lugia’s wings pack devastating power—a light fluttering of its
wings can blow apart regular houses. As a result, this
Pokémon chooses to live out of sight deep under the sea."
250,26,9,"Ho-Oh’s feathers glow in seven colors depending on the angle
at which they are struck by light. These feathers are said to
bring happiness to the bearers. This Pokémon is said to live at
the foot of a rainbow."
251,26,9,"This Pokémon came from the future by crossing over time.
It is thought that so long as Celebi appears, a bright and
shining future awaits us."
252,26,9,"Treecko is cool, calm, and collected—it never panics under
any situation. If a bigger foe were to glare at this Pokémon,
it would glare right back without conceding an inch of ground."
253,26,9,"This Pokémon adeptly flies from branch to branch in trees.
In a forest, no Pokémon can ever hope to catch a fleeing
Grovyle however fast they may be."
254,26,9,"Sceptile has seeds growing on its back. They are said to be
bursting with nutrients that revitalize trees. This Pokémon
raises the trees in a forest with loving care."
255,26,9,"Torchic has a place inside its body where it keeps its flame.
Give it a hug—it will be glowing with warmth. This Pokémon is
covered all over by a fluffy coat of down."
256,26,9,"Combusken battles with the intensely hot flames it spews from
its beak and with outstandingly destructive kicks. This
Pokémon’s cry is very loud and distracting."
257,26,9,"Blaziken has incredibly strong legs—it can easily clear a
30-story building in one leap. This Pokémon’s blazing punches
leave its foes scorched and blackened."
258,26,9,"In water, Mudkip breathes using the gills on its cheeks. If it is
faced with a tight situation in battle, this Pokémon will unleash
its amazing power—it can crush rocks bigger than itself."
259,26,9,"Marshtomp is much faster at traveling through mud than it is at
swimming. This Pokémon’s hindquarters exhibit obvious
development, giving it the ability to walk on just its hind legs."
260,26,9,"Swampert predicts storms by sensing subtle differences in the
sounds of waves and tidal winds with its fins. If a storm is
approaching, it piles up boulders to protect itself."
261,26,9,"Poochyena is an omnivore—it will eat anything. A distinguishing
feature is how large its fangs are compared to its body. This
Pokémon tries to intimidate its foes by making the hair on its
tail bristle out."
262,26,9,"Mightyena travel and act as a pack in the wild. The memory
of its life in the wild compels the Pokémon to obey only
those Trainers that it recognizes to possess superior skill."
263,26,9,"The hair on Zigzagoon’s back is bristly. It rubs the hard back
hair against trees to leave its territorial markings. This Pokémon
may play dead to fool foes in battle."
264,26,9,"When hunting, Linoone will make a beeline straight for the
prey at a full run. While this Pokémon is capable of topping
60 mph, it has to come to a screeching halt before it can turn."
265,26,9,"Wurmple is targeted by Swellow as prey. This Pokémon
will try to resist by pointing the spikes on its rear at the
attacking predator. It will weaken the foe by leaking poison
from the spikes."
266,26,9,"Silcoon was thought to endure hunger and not consume
anything before its evolution. However, it is now thought
that this Pokémon slakes its thirst by drinking rainwater
that collects on its silk."
267,26,9,"Beautifly has a long mouth like a coiled needle, which is very
convenient for collecting pollen from flowers. This Pokémon
rides the spring winds as it flits around gathering pollen."
268,26,9,"If it is attacked, Cascoon remains motionless however badly it
may be hurt. It does so because if it were to move, its body
would be weak upon evolution. This Pokémon will also not
forget the pain it endured."
269,26,9,"When Dustox flaps its wings, a fine dust is scattered all over.
This dust is actually a powerful poison that will even make a
pro wrestler sick. This Pokémon searches for food using its
antennae like radar."
270,26,9,"Lotad is said to have dwelled on land before. However, this
Pokémon is thought to have returned to water because the
leaf on its head grew large and heavy. It now lives by floating
atop the water."
271,26,9,"Lombre’s entire body is covered by a slippery, slimy film.
It feels horribly unpleasant to be touched by this Pokémon’s
hands. Lombre is often mistaken for a human child."
272,26,9,"Upon hearing an upbeat and cheerful rhythm, the cells in
Ludicolo’s body become very energetic and active. Even
in battle, this Pokémon will exhibit an amazing amount
of power."
273,26,9,"Seedot looks exactly like an acorn when it is dangling from a
tree branch. It startles other Pokémon by suddenly moving.
This Pokémon polishes its body once a day using leaves."
274,26,9,"This Pokémon pulls out the leaf on its head and makes a flute
with it. The sound of Nuzleaf’s flute strikes fear and uncertainty
in the hearts of people lost in a forest."
275,26,9,"Shiftry’s large fans generate awesome gusts of wind at a
speed close to 100 feet per second. The whipped-up wind
blows anything away. This Pokémon chooses to live quietly
deep in forests."
276,26,9,"Taillow is young—it has only just left its nest. As a result,
it sometimes becomes lonesome and cries at night.
This Pokémon feeds on Wurmple that live in forests."
277,26,9,"Swellow is very conscientious about the upkeep of its glossy
wings. Once two Swellow are gathered, they diligently take
care of cleaning each other’s wings."
278,26,9,"Wingull rides updrafts rising from the sea by extending its long
and narrow wings to glide. This Pokémon’s long beak is useful
for catching prey."
279,26,9,"Pelipper searches for food while in flight by skimming the wave
tops. This Pokémon dips its large bill in the sea to scoop up
food, then swallows everything in one big gulp."
280,26,9,"Ralts has the ability to sense the emotions of people. If its
Trainer is in a cheerful mood, this Pokémon grows cheerful
and joyous in the same way."
281,26,9,"Kirlia uses the horns on its head to amplify its psychokinetic
power. When the Pokémon uses its power, the air around it
becomes distorted, creating mirages of nonexistent scenery."
282,26,9,"Gardevoir has the psychokinetic power to distort the
dimensions and create a small black hole. This Pokémon
will try to protect its Trainer even at the risk of its own life."
283,26,9,"If Surskit senses danger, it secretes a thick, sugary syrup from
the tip of its head. There are some Pokémon that love eating
this syrup."
284,26,9,"Masquerain’s antennas have eyelike patterns that usually
give it an angry look. If the “eyes” are droopy and appear sad,
it is said to be a sign that a heavy rainfall is on its way."
285,26,9,"If Shroomish senses danger, it shakes its body and scatters
spores from the top of its head. This Pokémon’s spores are
so toxic, they make trees and weeds wilt."
286,26,9,"The seeds ringing Breloom’s tail are made of hardened toxic
spores. It is horrible to eat the seeds. Just taking a bite of this
Pokémon’s seed will cause your stomach to rumble."
287,26,9,"Slakoth’s heart beats just once a minute. Whatever happens,
it is content to loaf around motionless. It is rare to see this
Pokémon in motion."
288,26,9,"Vigoroth is simply incapable of remaining still. Even when it
tries to sleep, the blood in its veins grows agitated, compelling
this Pokémon to run wild throughout the jungle before it can
settle down."
289,26,9,"Wherever Slaking live, rings of over a yard in diameter appear
in grassy fields. They are made by the Pokémon as it eats all
the grass within reach while lying prone on the ground."
290,26,9,"Nincada lives underground. It uses its sharp claws to carve the
roots of trees and absorb moisture and nutrients.
This Pokémon can’t withstand bright sunlight so avoids it."
291,26,9,"If Ninjask is not trained properly, it will refuse to obey
the Trainer and cry loudly continuously. Because of this
quality, this Pokémon is said to be one that puts the
Trainer’s abilities to the test."
292,26,9,"Shedinja is a peculiar Pokémon. It seems to appear unsought
in a Poké Ball after a Nincada evolves. This bizarre Pokémon
is entirely immobile—it doesn’t even breathe."
293,26,9,"Whismur is very timid. If it starts to cry loudly, it becomes
startled by its own crying and cries even harder. When it finally
stops crying, the Pokémon goes to sleep, all tired out."
294,26,9,"Loudred shouts while stamping its feet. After it finishes
shouting, this Pokémon becomes incapable of hearing
anything for a while. This is considered to be a weak point."
295,26,9,"Exploud communicates its feelings to the others by emitting
whistle-like sounds from the tubes on its body. This Pokémon
only raises its voice when it is in battle."
296,26,9,"Makuhita has a tireless spirit—it will never give up hope.
It eats a lot of food, gets plenty of sleep, and it trains very
rigorously. By living that way, this Pokémon packs its body
with energy."
297,26,9,"Hariyama’s thick body may appear fat, but it is actually a hunk
of solid muscle. If this Pokémon bears down and tightens all its
muscles, its body becomes as hard as a rock."
298,26,9,"Azurill’s tail is large and bouncy. It is packed full of the
nutrients this Pokémon needs to grow. Azurill can be seen
bouncing and playing on its big, rubbery tail."
299,26,9,"Nosepass had been said to be completely unmoving, with its
magnetic nose pointed due north. However, close observation
has revealed that the Pokémon actually moves by a little over
3/8 of an inch every year."
300,26,9,"Skitty is known to chase around playfully after its own tail.
In the wild, this Pokémon lives in holes in the trees of forests.
It is very popular as a pet because of its adorable looks."
301,26,9,"Delcatty sleeps anywhere it wants without keeping a permanent
nest. If other Pokémon approach it as it sleeps, this Pokémon
will never fight—it will just move away somewhere else."
302,26,9,"Sableye digs the ground with sharpened claws to find rocks
that it eats. Substances in the eaten rocks crystallize and rise
up to the Pokémon’s body surface."
303,26,9,"Don’t be taken in by this Pokémon’s cute face—it’s very
dangerous. Mawile fools the foe into letting down its guard,
then chomps down with its massive jaws. The steel jaws are
really horns that have been transformed."
304,26,9,"Aron has a body of steel. With one all-out charge, this
Pokémon can demolish even a heavy dump truck.
The destroyed dump truck then becomes a handy meal
for the Pokémon."
305,26,9,"Lairon feeds on iron contained in rocks and water. It makes
its nest on mountains where iron ore is buried. As a result,
the Pokémon often clashes with humans mining the iron ore."
306,26,9,"Aggron is protective of its environment. If its mountain is
ravaged by a landslide or a fire, this Pokémon will haul
topsoil to the area, plant trees, and beautifully restore its
own territory."
307,26,9,"Meditite heightens its inner energy through meditation.
It survives on just one berry a day. Minimal eating is another
aspect of this Pokémon’s training."
308,26,9,"Through the power of meditation, Medicham developed its
sixth sense. It gained the ability to use psychokinetic powers.
This Pokémon is known to meditate for a whole month
without eating."
309,26,9,"Electrike runs faster than the human eye can follow.
The friction from running is converted into electricity,
which is then stored in this Pokémon’s fur."
310,26,9,"Manectric discharges strong electricity from its mane.
The mane is used for collecting electricity in the atmosphere.
This Pokémon creates thunderclouds above its head."
311,26,9,"When Plusle is cheering on its partner, it flashes with electric
sparks from all over its body. If its partner loses, this Pokémon
cries loudly."
312,26,9,"Minun loves to cheer on its partner in battle. It gives off sparks
from its body while it is doing so. If its partner is in trouble,
this Pokémon gives off increasing amounts of sparks."
313,26,9,"Volbeat’s tail glows like a lightbulb. With other Volbeat,
it uses its tail to draw geometric shapes in the night sky.
This Pokémon loves the sweet aroma given off by Illumise."
314,26,9,"Illumise leads a flight of illuminated Volbeat to draw signs in
the night sky. This Pokémon is said to earn greater respect
from its peers by composing more complex designs in the sky."
315,26,9,"On extremely rare occasions, a Roselia is said to appear with
its flowers in unusual colors. The thorns on this Pokémon’s
head contain a vicious poison."
316,26,9,"Most of Gulpin’s body is made up of its stomach—its heart and
brain are very small in comparison. This Pokémon’s stomach
contains special enzymes that dissolve anything."
317,26,9,"Swalot has no teeth, so what it eats, it swallows whole, no
matter what. Its cavernous mouth yawns widely. An automobile
tire could easily fit inside this Pokémon’s mouth."
318,26,9,"If anything invades Carvanha’s territory, it will swarm and tear
at the intruder with its pointed fangs. On its own, however, this
Pokémon turns suddenly timid."
319,26,9,"Sharpedo can swim at speeds of up to 75 mph by jetting
seawater out of its backside. This Pokémon’s drawback is its
inability to swim long distances."
320,26,9,"Wailmer can store water inside its body to transform itself
into a ball for bouncing around on the ground. By filling itself
up with more water, this Pokémon can elevate the height of
its bounces."
321,26,9,"When chasing prey, Wailord herds them by leaping out of the
water and making a humongous splash. It is breathtaking to
see this Pokémon leaping out of the sea with others in its pod."
322,26,9,"Numel stores magma of almost 2,200 degrees Fahrenheit
within its body. If it gets wet, the magma cools and hardens.
In that event, the Pokémon’s body grows heavy and its
movements become sluggish."
323,26,9,"The humps on Camerupt’s back are formed by a transformation
of its bones. They sometimes blast out molten magma.
This Pokémon apparently erupts often when it is enraged."
324,26,9,"Torkoal generates energy by burning coal. It grows weaker
as the fire dies down. When it is preparing for battle, this
Pokémon burns more coal."
325,26,9,"Spoink keeps a pearl on top of its head. The pearl functions to
amplify this Pokémon’s psychokinetic powers. It is therefore on
a constant search for a bigger pearl."
326,26,9,"Grumpig uses the black pearls on its body to wield
its fantastic powers. When it is doing so, it dances bizarrely.
This Pokémon’s black pearls are valuable as works of art."
327,26,9,"No two Spinda are said to have identical spot patterns on their
hides. This Pokémon moves in a curious manner as if it is
stumbling in dizziness. Its lurching movements can cause the
opponent to become confused."
328,26,9,"Trapinch is a patient hunter. It digs an inescapable pit in a
desert and waits for its prey to come tumbling down. This
Pokémon can go a whole week without access to any water."
329,26,9,"Vibrava’s wings have not yet completed the process of
growing. Rather than flying long distances, they are more
useful for generating ultrasonic waves by vibrating."
330,26,9,"Flygon whips up a sandstorm by flapping its wings. The wings
create a series of notes that sound like singing. Because the
“singing” is the only thing that can be heard in a sandstorm,
this Pokémon is said to be the desert spirit."
331,26,9,"The more arid and harsh the environment, the more pretty and
fragrant a flower Cacnea grows. This Pokémon battles by
wildly swinging its thorny arms."
332,26,9,"If a traveler is going through a desert in the thick of night,
Cacturne will follow in a ragtag group. The Pokémon are
biding their time, waiting for the traveler to tire and become
incapable of moving."
333,26,9,"Swablu loves to make things clean. If it spots something dirty,
it will wipe and polish it with its cottony wings. If its wings
become dirty, this Pokémon finds a stream and showers itself."
334,26,9,"Altaria sings in a gorgeous soprano. Its wings are like cotton
clouds. This Pokémon catches updrafts with its buoyant wings
and soars way up into the wild blue yonder."
335,26,9,"Zangoose usually stays on all fours, but when angered, it gets
up on its hind legs and extends its claws. This Pokémon shares
a bitter rivalry with Seviper that dates back over generations."
336,26,9,"Seviper’s swordlike tail serves two purposes—it slashes foes
and douses them with secreted poison. This Pokémon will not
give up its long-running blood feud with Zangoose."
337,26,9,"Lunatone becomes active around the time of the full moon.
Instead of walking, it moves by floating in midair.
The Pokémon’s intimidating red eyes cause all those who
see it to become transfixed with fear."
338,26,9,"Sunlight is the source of Solrock’s power. It is said to possess
the ability to read the emotions of others. This Pokémon gives
off intense heat while rotating its body."
339,26,9,"Barboach’s body is covered with a slimy film. If a foe grabs it,
this Pokémon just slips out of the enemy’s grip. This Pokémon
grows weak if the slimy coating dries up."
340,26,9,"If Whiscash goes on a wild rampage, it sets off a quake-like
tremor with a radius of over three miles. This Pokémon has
the ability to predict real earthquakes."
341,26,9,"Corphish catches prey with its sharp claws. It has no
likes or dislikes when it comes to food—it will eat anything.
This Pokémon has no trouble living in filthy water."
342,26,9,"Crawdaunt molts (sheds) its shell regularly. Immediately after
molting, its shell is soft and tender. Until the shell hardens,
this Pokémon hides in its streambed burrow to avoid attack
from its foes."
343,26,9,"As soon as it spots others of its kind, Baltoy congregates with
them and then begins crying noisily in unison. This Pokémon
sleeps while cleverly balancing itself on its one foot."
344,26,9,"Claydol is an enigma that appeared from a clay statue made by
an ancient civilization dating back 20,000 years. This Pokémon
shoots beams from both its hands."
345,26,9,"Lileep is an ancient Pokémon that was regenerated from a
fossil. It remains permanently anchored to a rock. From its
immobile perch, this Pokémon intently scans for prey with its
two eyes."
346,26,9,"Cradily’s body serves as an anchor, preventing it from being
washed away in rough seas. This Pokémon secretes a strong
digestive fluid from its tentacles."
347,26,9,"Anorith is said to be a type of Pokémon predecessor, with
eight wings at the sides of its body. This Pokémon swam in the
primordial sea by undulating these eight wings."
348,26,9,"Armaldo is a Pokémon species that became extinct in
prehistoric times. This Pokémon is said to have walked
on its hind legs, which would have been more convenient
for life on land."
349,26,9,"While Feebas’s body is in tatters, it has a hardy and tenacious
life force that enables it to live anywhere. However, this
Pokémon is also slow and dimwitted, making it an easy catch."
350,26,9,"Milotic live at the bottom of large lakes. When this
Pokémon’s body glows a vivid pink, it releases a pulsing
wave of energy that brings soothing calm to troubled hearts."
351,26,9,"Castform borrows the power of nature to transform itself
into the guises of the sun, rain, and snow-clouds.
This Pokémon’s feelings change with the weather."
352,26,9,"Kecleon alters its body coloration to blend in with its
surroundings, allowing it to sneak up on its prey unnoticed.
Then it lashes out with its long, stretchy tongue to instantly
ensnare the unsuspecting target."
353,26,9,"Shuppet grows by feeding on dark emotions, such as
vengefulness and envy, in the hearts of people. It roams
through cities in search of grudges that taint people."
354,26,9,"A cursed energy permeated the stuffing of a discarded and
forgotten plush doll, giving it new life as Banette.
The Pokémon’s energy would escape if it were to ever open
its mouth."
355,26,9,"Duskull wanders lost among the deep darkness of midnight.
There is an oft-told admonishment given to misbehaving
children that this Pokémon will spirit away bad children who
earn scoldings from their mothers."
356,26,9,"Dusclops absorbs anything, however large the object may be.
This Pokémon hypnotizes its foe by waving its hands in a
macabre manner and by bringing its single eye to bear.
The hypnotized foe is made to do Dusclops’s bidding."
357,26,9,"Children of the southern tropics eat as snacks the fruit that
grows in bunches around the neck of Tropius. This Pokémon
flies by flapping the leaves on its back as if they were wings."
358,26,9,"In high winds, Chimecho cries as it hangs from a tree branch or
the eaves of a building using a suction cup on its head. This
Pokémon plucks berries with its long tail and eats them."
359,26,9,"Absol has the ability to foretell the coming of natural disasters.
It lives in a harsh, rugged mountain environment. This
Pokémon very rarely ventures down from the mountains."
360,26,9,"Wynaut gather on moonlit nights to play by squeezing up
against each other. By being squeezed, this Pokémon gains
endurance and is trained to dole out powerful counterattacks."
361,26,9,"Snorunt survives by eating only snow and ice. Old folklore
claims that a house visited by this Pokémon is sure to prosper
for many generations to come."
362,26,9,"Glalie has the ability to freely control ice. For example, it can
instantly freeze its prey solid. After immobilizing its prey in ice,
this Pokémon enjoys eating it in leisurely fashion."
363,26,9,"Spheal always travels by rolling around on its ball-like body.
When the season for ice floes arrives, this Pokémon can be
seen rolling about on ice and crossing the sea."
364,26,9,"Sealeo often balances and rolls things on the tip of its
nose. While the Pokémon is rolling something, it checks
the object’s aroma and texture to determine whether it likes
the object or not."
365,26,9,"Walrein swims all over in frigid seawater while crushing
icebergs with its grand, imposing tusks. Its thick layer of
blubber makes enemy attacks bounce off harmlessly."
366,26,9,"Clamperl grows while being protected by its rock-hard shell.
When its body becomes too large to fit inside the shell, it is
sure evidence that this Pokémon is getting close to evolution."
367,26,9,"Huntail’s tail is shaped like a fish. It uses the tail to attract
prey, then swallows the prey whole with its large, gaping
mouth. This Pokémon swims by wiggling its slender body
like a snake."
368,26,9,"Although Gorebyss is the very picture of elegance and beauty
while swimming, it is also cruel. When it spots prey, this
Pokémon inserts its thin mouth into the prey’s body and drains
the prey of its body fluids."
369,26,9,"Relicanth is a rare species that was discovered in deep-sea
explorations. This Pokémon’s body withstands the enormous
water pressure of the ocean depths. Its body is covered in
tough scales that are like craggy rocks."
370,26,9,"Luvdisc’s heart-shaped body is a symbol of love and romance.
It is said that any couple meeting this Pokémon is promised a
loving relationship that never ends."
371,26,9,"Bagon harbors a never-ending dream of one day soaring high
among the clouds. As if trying to dispel its frustration over its
inability to fly, this Pokémon slams its hard head against huge
rocks and shatters them into pebbles."
372,26,9,"Covering Shelgon’s body are outgrowths much like bones.
The shell is very hard and bounces off enemy attacks.
When awaiting evolution, this Pokémon hides away in a cavern."
373,26,9,"By evolving into Salamence, this Pokémon finally
realizes its long-held dream of growing wings. To express
its joy, it flies and wheels all over the sky while spouting
flames from its mouth."
374,26,9,"Beldum keeps itself floating by generating a magnetic force
that repels earth’s natural magnetism. When it sleeps, this
Pokémon anchors itself to a cliff using the hooks on its rear."
375,26,9,"When two Beldum fuse together, Metang is formed.
The brains of the Beldum are joined by a magnetic
nervous system. This Pokémon turns its arms to the
rear for traveling at high speed."
376,26,9,"Metagross is the result of two Metang achieving fusion.
When hunting, this Pokémon pins the prey to the ground under
its massive body. It then eats the helpless victim using the
large mouth on its stomach."
377,26,9,"Regirock’s body is composed entirely of rocks. Recently,
a study made the startling discovery that the rocks were all
unearthed from different locations."
378,26,9,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit.
Things will freeze solid just by going near this Pokémon.
Its icy body is so cold, it will not melt even if it is immersed
in magma."
379,26,9,"Registeel was imprisoned by people in ancient times.
The metal composing its body is thought to be a curious
substance that is not of this earth."
380,26,9,"Latias is highly intelligent and capable of understanding
human speech. It is covered with a glass-like down.
The Pokémon enfolds its body with its down and refracts
light to alter its appearance."
381,26,9,"Latios will only open its heart to a Trainer with a
compassionate spirit. This Pokémon can fly faster than a
jet plane by folding its forelegs to minimize air resistance."
